Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
C159,P036,Grocery,15.28,2025-01-21
C008,P040,Clothing,140.78,2024-06-04
C073,P050,Books,42.74,2024-08-06
C063,P012,Grocery,47.66,2024-10-22
C317,P002,Clothing,195.25,2025-02-12
C421,P019,Health & Beauty,39.38,2024-10-03
C229,P030,Electronics,830.78,2024-04-19
C004,P007,Clothing,110.63,2025-03-22
C272,P020,Grocery,31.09,2024-11-20
C238,P047,Books,40.03,2024-06-27
C403,P039,Clothing,52.46,2025-01-07
C279,P014,Electronics,705.3,2025-02-20
C450,P048,Health & Beauty,156.97,2024-08-15
C136,P044,Home & Kitchen,78.81,2024-11-30
C262,P011,Clothing,44.35,2025-03-11
C196,P041,Health & Beauty,60.05,2024-08-11
C309,P039,Clothing,52.46,2025-03-17
C473,P049,Books,17.03,2024-07-18
C500,P009,Health & Beauty,152.28,2025-03-11
C154,P006,Home & Kitchen,145.28,2024-05-13
C337,P036,Grocery,15.28,2025-02-12
C496,P031,Health & Beauty,133.54,2024-10-30
C487,P005,Books,40.32,2024-06-08
C270,P028,Grocery,24.76,2024-12-30
C079,P008,Health & Beauty,151.86,2024-05-10
C400,P031,Health & Beauty,133.54,2025-02-17
C209,P014,Electronics,705.3,2025-01-18
C093,P013,Health & Beauty,96.71,2024-08-12
C500,P048,Health & Beauty,156.97,2024-06-06
C261,P032,Grocery,15.89,2024-08-28
C016,P024,Clothing,112.22,2024-06-09
C240,P050,Books,42.74,2024-10-29
C100,P016,Grocery,29.39,2024-07-12
C410,P031,Health & Beauty,133.54,2024-08-06
C141,P006,Home & Kitchen,145.28,2025-01-12
C378,P014,Electronics,705.3,2024-08-18
C250,P025,Clothing,143.67,2024-10-21
C474,P048,Health & Beauty,156.97,2025-01-30
C448,P031,Health & Beauty,133.54,2025-03-07
C205,P032,Grocery,15.89,2024-11-11
C397,P021,Health & Beauty,41.17,2024-08-12
C138,P012,Grocery,47.66,2024-11-09
C125,P035,Clothing,145.34,2024-08-12
C194,P013,Health & Beauty,96.71,2024-08-22
C112,P034,Clothing,131.39,2024-12-18
C493,P016,Grocery,29.39,2025-02-18
C308,P041,Health & Beauty,60.05,2024-11-02
C309,P014,Electronics,705.3,2024-07-26
C279,P027,Grocery,47.56,2024-05-03
C118,P044,Home & Kitchen,78.81,2024-11-29
C167,P033,Books,21.5,2024-08-27
C385,P050,Books,42.74,2024-07-11
C031,P031,Health & Beauty,133.54,2024-05-18
C397,P009,Health & Beauty,152.28,2024-12-20
C324,P032,Grocery,15.89,2025-01-31
C037,P024,Clothing,112.22,2025-03-16
C207,P050,Books,42.74,2024-04-20
C444,P043,Grocery,15.66,2025-01-08
C476,P049,Books,17.03,2024-05-12
C195,P008,Health & Beauty,151.86,2024-05-02
C005,P006,Home & Kitchen,145.28,2024-06-11
C231,P025,Clothing,143.67,2024-06-15
C354,P021,Health & Beauty,41.17,2024-04-19
C295,P007,Clothing,110.63,2025-03-16
C190,P032,Grocery,15.89,2024-11-02
C032,P001,Home & Kitchen,121.58,2025-02-05
C359,P041,Health & Beauty,60.05,2024-04-16
C203,P003,Health & Beauty,123.96,2025-02-06
C086,P039,Clothing,52.46,2024-06-01
C148,P025,Clothing,143.67,2025-03-25
C468,P045,Health & Beauty,173.17,2024-10-11
C398,P009,Health & Beauty,152.28,2024-06-21
C495,P001,Home & Kitchen,121.58,2025-01-09
C030,P017,Home & Kitchen,197.59,2025-01-25
C491,P014,Electronics,705.3,2024-05-05
C239,P050,Books,42.74,2024-10-28
C335,P029,Electronics,274.93,2024-06-19
C040,P044,Home & Kitchen,78.81,2024-04-06
C323,P019,Health & Beauty,39.38,2024-04-25
C124,P001,Home & Kitchen,121.58,2024-09-11
C394,P009,Health & Beauty,152.28,2025-01-25
C177,P008,Health & Beauty,151.86,2024-07-01
C128,P006,Home & Kitchen,145.28,2024-06-29
C155,P014,Electronics,705.3,2024-05-13
C215,P045,Health & Beauty,173.17,2024-11-01
C294,P022,Grocery,36.29,2025-03-31
C394,P021,Health & Beauty,41.17,2025-01-10
C084,P026,Electronics,227.2,2024-04-28
C061,P046,Health & Beauty,95.79,2025-03-04
C108,P017,Home & Kitchen,197.59,2024-07-02
C275,P008,Health & Beauty,151.86,2025-01-02
C305,P018,Books,46.71,2024-06-20
C095,P042,Grocery,39.25,2025-03-16
C079,P037,Grocery,45.36,2025-01-12
C498,P025,Clothing,143.67,2024-10-14
C455,P039,Clothing,52.46,2025-01-17
C115,P039,Clothing,52.46,2025-03-14
C093,P001,Home & Kitchen,121.58,2024-11-03
C260,P025,Clothing,143.67,2024-06-30
C384,P041,Health & Beauty,60.05,2024-06-10
C361,P049,Books,17.03,2025-01-10
C200,P022,Grocery,36.29,2024-11-27
C017,P012,Grocery,47.66,2024-12-26
C287,P023,Home & Kitchen,73.07,2025-01-08
C026,P007,Clothing,110.63,2025-03-23
C214,P013,Health & Beauty,96.71,2024-06-22
C028,P033,Books,21.5,2024-10-26
C018,P025,Clothing,143.67,2024-10-15
C336,P006,Home & Kitchen,145.28,2024-06-08
C190,P013,Health & Beauty,96.71,2024-12-27
C499,P050,Books,42.74,2024-12-21
C260,P004,Home & Kitchen,92.17,2024-09-30
C246,P042,Grocery,39.25,2025-01-29
C115,P045,Health & Beauty,173.17,2024-11-17
C413,P020,Grocery,31.09,2024-11-23
C334,P025,Clothing,143.67,2024-08-31
C206,P004,Home & Kitchen,92.17,2025-03-22
C041,P035,Clothing,145.34,2024-04-30
C279,P043,Grocery,15.66,2025-02-11
C361,P045,Health & Beauty,173.17,2024-06-02
C279,P050,Books,42.74,2024-12-08
C155,P028,Grocery,24.76,2025-02-10
C494,P026,Electronics,227.2,2024-10-28
C495,P031,Health & Beauty,133.54,2024-11-08
C058,P008,Health & Beauty,151.86,2025-03-19
C027,P023,Home & Kitchen,73.07,2024-08-30
C268,P013,Health & Beauty,96.71,2025-01-04
C492,P018,Books,46.71,2024-04-26
C205,P018,Books,46.71,2024-10-26
C319,P008,Health & Beauty,151.86,2024-07-12
C299,P002,Clothing,195.25,2025-03-03
C435,P007,Clothing,110.63,2024-05-27
C010,P022,Grocery,36.29,2024-05-20
C374,P009,Health & Beauty,152.28,2025-01-08
C286,P035,Clothing,145.34,2025-03-28
C207,P037,Grocery,45.36,2024-05-18
C275,P013,Health & Beauty,96.71,2024-07-04
C104,P022,Grocery,36.29,2024-10-13
C295,P035,Clothing,145.34,2024-04-12
C250,P003,Health & Beauty,123.96,2024-07-04
C001,P006,Home & Kitchen,145.28,2024-08-25
C069,P003,Health & Beauty,123.96,2025-01-18
C464,P009,Health & Beauty,152.28,2024-10-19
C329,P017,Home & Kitchen,197.59,2024-04-22
C400,P030,Electronics,830.78,2025-03-27
C171,P011,Clothing,44.35,2024-06-06
C374,P037,Grocery,45.36,2024-05-30
C109,P009,Health & Beauty,152.28,2025-03-12
C373,P034,Clothing,131.39,2024-07-15
C486,P046,Health & Beauty,95.79,2025-03-11
C065,P032,Grocery,15.89,2024-05-10
C045,P017,Home & Kitchen,197.59,2024-10-25
C221,P011,Clothing,44.35,2025-01-20
C060,P047,Books,40.03,2025-02-25
C026,P028,Grocery,24.76,2025-03-19
C021,P001,Home & Kitchen,121.58,2024-07-10
C124,P012,Grocery,47.66,2025-03-02
C242,P015,Grocery,26.46,2024-09-24
C331,P005,Books,40.32,2025-02-04
C198,P035,Clothing,145.34,2024-09-12
C118,P022,Grocery,36.29,2024-12-25
C274,P035,Clothing,145.34,2024-05-25
C475,P045,Health & Beauty,173.17,2024-09-07
C387,P050,Books,42.74,2024-04-15
C094,P047,Books,40.03,2025-03-14
C192,P039,Clothing,52.46,2024-04-16
C029,P017,Home & Kitchen,197.59,2025-01-03
C406,P042,Grocery,39.25,2024-11-05
C326,P005,Books,40.32,2024-10-12
C213,P044,Home & Kitchen,78.81,2025-01-28
C006,P027,Grocery,47.56,2024-06-06
C363,P024,Clothing,112.22,2024-07-18
C476,P046,Health & Beauty,95.79,2024-11-17
C412,P011,Clothing,44.35,2024-09-24
C382,P049,Books,17.03,2024-09-23
C189,P045,Health & Beauty,173.17,2024-05-21
C112,P006,Home & Kitchen,145.28,2025-02-09
C467,P007,Clothing,110.63,2024-09-22
C278,P018,Books,46.71,2024-04-30
C372,P028,Grocery,24.76,2024-07-15
C209,P010,Clothing,30.34,2024-04-10
C087,P046,Health & Beauty,95.79,2024-06-25
C082,P006,Home & Kitchen,145.28,2024-12-21
C221,P030,Electronics,830.78,2025-02-21
C216,P036,Grocery,15.28,2024-06-08
C483,P034,Clothing,131.39,2024-11-14
C414,P022,Grocery,36.29,2024-08-05
C379,P040,Clothing,140.78,2024-10-19
C242,P021,Health & Beauty,41.17,2024-10-28
C483,P020,Grocery,31.09,2024-09-16
C448,P044,Home & Kitchen,78.81,2025-01-28
C310,P027,Grocery,47.56,2024-04-20
C054,P011,Clothing,44.35,2024-07-22
C282,P010,Clothing,30.34,2025-01-06
C040,P042,Grocery,39.25,2024-11-28
C048,P021,Health & Beauty,41.17,2024-04-05
C393,P028,Grocery,24.76,2024-09-14
C146,P046,Health & Beauty,95.79,2025-03-16
C058,P021,Health & Beauty,41.17,2024-11-24
C453,P025,Clothing,143.67,2024-10-28
C113,P009,Health & Beauty,152.28,2024-10-20
C053,P019,Health & Beauty,39.38,2024-12-10
C335,P006,Home & Kitchen,145.28,2024-08-01
C290,P028,Grocery,24.76,2025-02-09
C140,P018,Books,46.71,2024-07-13
C039,P038,Health & Beauty,30.84,2025-01-15
C475,P041,Health & Beauty,60.05,2024-08-08
C189,P027,Grocery,47.56,2024-09-12
C480,P032,Grocery,15.89,2025-03-26
C461,P039,Clothing,52.46,2024-04-01
C130,P021,Health & Beauty,41.17,2024-09-12
C423,P005,Books,40.32,2024-05-10
C267,P020,Grocery,31.09,2024-05-24
C228,P025,Clothing,143.67,2024-05-26
C336,P015,Grocery,26.46,2024-06-06
C227,P019,Health & Beauty,39.38,2025-03-30
C342,P049,Books,17.03,2024-04-17
C322,P003,Health & Beauty,123.96,2024-10-20
C426,P007,Clothing,110.63,2024-04-23
C106,P005,Books,40.32,2024-10-19
C368,P025,Clothing,143.67,2024-09-30
C470,P024,Clothing,112.22,2025-03-08
C091,P043,Grocery,15.66,2024-12-13
C097,P005,Books,40.32,2024-12-19
C034,P027,Grocery,47.56,2024-08-19
C163,P035,Clothing,145.34,2025-02-28
C212,P044,Home & Kitchen,78.81,2024-08-17
C262,P048,Health & Beauty,156.97,2024-05-26
C392,P002,Clothing,195.25,2024-08-13
C299,P044,Home & Kitchen,78.81,2024-07-23
C008,P033,Books,21.5,2024-07-20
C006,P023,Home & Kitchen,73.07,2025-03-18
C408,P009,Health & Beauty,152.28,2025-01-14
C469,P042,Grocery,39.25,2024-09-07
C201,P001,Home & Kitchen,121.58,2024-04-19
C085,P043,Grocery,15.66,2024-07-08
C317,P050,Books,42.74,2025-03-23
C397,P036,Grocery,15.28,2024-08-27
C264,P026,Electronics,227.2,2024-04-26
C370,P031,Health & Beauty,133.54,2025-03-26
C265,P018,Books,46.71,2025-03-15
C032,P014,Electronics,705.3,2024-08-11
C254,P017,Home & Kitchen,197.59,2024-08-03
C167,P049,Books,17.03,2025-01-07
C152,P038,Health & Beauty,30.84,2024-10-31
C445,P020,Grocery,31.09,2024-05-13
C111,P047,Books,40.03,2024-09-01
C011,P008,Health & Beauty,151.86,2025-01-14
C299,P007,Clothing,110.63,2024-04-27
C044,P021,Health & Beauty,41.17,2024-08-02
C412,P029,Electronics,274.93,2025-03-28
C495,P029,Electronics,274.93,2024-07-04
C446,P024,Clothing,112.22,2024-11-28
C393,P001,Home & Kitchen,121.58,2025-01-16
C349,P041,Health & Beauty,60.05,2024-05-02
C335,P046,Health & Beauty,95.79,2024-05-20
C141,P017,Home & Kitchen,197.59,2024-04-11
C287,P047,Books,40.03,2024-08-14
C383,P034,Clothing,131.39,2024-06-20
C317,P009,Health & Beauty,152.28,2024-08-23
C099,P006,Home & Kitchen,145.28,2025-01-15
C287,P039,Clothing,52.46,2024-04-23
C090,P006,Home & Kitchen,145.28,2024-11-28
C160,P009,Health & Beauty,152.28,2024-06-02
C396,P038,Health & Beauty,30.84,2025-02-12
C441,P011,Clothing,44.35,2024-06-28
C336,P014,Electronics,705.3,2024-05-08
C272,P009,Health & Beauty,152.28,2024-05-15
C329,P004,Home & Kitchen,92.17,2024-05-29
C156,P044,Home & Kitchen,78.81,2024-12-09
C320,P021,Health & Beauty,41.17,2024-07-31
C382,P033,Books,21.5,2024-09-21
C215,P023,Home & Kitchen,73.07,2025-03-19
C305,P032,Grocery,15.89,2024-11-22
C442,P007,Clothing,110.63,2025-03-18
C413,P046,Health & Beauty,95.79,2024-10-11
C190,P044,Home & Kitchen,78.81,2024-11-30
C422,P032,Grocery,15.89,2024-08-16
C143,P030,Electronics,830.78,2024-05-30
C295,P047,Books,40.03,2025-03-24
C279,P039,Clothing,52.46,2024-04-14
C248,P034,Clothing,131.39,2024-04-26
C176,P047,Books,40.03,2024-05-07
C318,P050,Books,42.74,2024-04-23
C133,P043,Grocery,15.66,2025-03-28
C275,P013,Health & Beauty,96.71,2024-05-03
C348,P022,Grocery,36.29,2024-11-12
C365,P028,Grocery,24.76,2024-08-15
C363,P031,Health & Beauty,133.54,2024-06-30
C490,P044,Home & Kitchen,78.81,2024-09-29
C117,P022,Grocery,36.29,2024-12-16
C162,P047,Books,40.03,2024-06-20
C365,P038,Health & Beauty,30.84,2025-01-15
C167,P035,Clothing,145.34,2024-07-27
C250,P049,Books,17.03,2024-05-09
C370,P032,Grocery,15.89,2024-09-04
C011,P023,Home & Kitchen,73.07,2024-11-11
C281,P017,Home & Kitchen,197.59,2024-06-05
C052,P048,Health & Beauty,156.97,2025-03-28
C312,P031,Health & Beauty,133.54,2024-04-23
C354,P048,Health & Beauty,156.97,2024-07-14
C088,P026,Electronics,227.2,2024-08-28
C341,P038,Health & Beauty,30.84,2025-03-10
C252,P030,Electronics,830.78,2024-06-08
C366,P037,Grocery,45.36,2024-05-16
C388,P025,Clothing,143.67,2024-10-20
C119,P043,Grocery,15.66,2025-02-03
C477,P019,Health & Beauty,39.38,2025-02-20
C440,P037,Grocery,45.36,2024-09-23
C108,P032,Grocery,15.89,2024-07-12
C079,P044,Home & Kitchen,78.81,2025-02-09
C425,P048,Health & Beauty,156.97,2025-01-05
C153,P021,Health & Beauty,41.17,2024-08-12
C039,P029,Electronics,274.93,2025-01-27
C021,P006,Home & Kitchen,145.28,2024-06-21
C308,P022,Grocery,36.29,2024-07-09
C270,P021,Health & Beauty,41.17,2025-01-30
C312,P048,Health & Beauty,156.97,2024-08-03
C011,P047,Books,40.03,2025-02-23
C499,P012,Grocery,47.66,2024-09-30
C464,P041,Health & Beauty,60.05,2024-06-14
C099,P006,Home & Kitchen,145.28,2024-10-07
C448,P022,Grocery,36.29,2024-04-03
C268,P030,Electronics,830.78,2024-09-12
C473,P001,Home & Kitchen,121.58,2024-04-28
C310,P033,Books,21.5,2024-11-11
C042,P009,Health & Beauty,152.28,2025-01-08
C197,P020,Grocery,31.09,2024-12-03
C112,P006,Home & Kitchen,145.28,2024-08-16
C279,P013,Health & Beauty,96.71,2024-10-18
C028,P015,Grocery,26.46,2024-06-11
C187,P014,Electronics,705.3,2025-02-11
C165,P045,Health & Beauty,173.17,2025-02-28
C218,P016,Grocery,29.39,2024-11-07
C069,P047,Books,40.03,2025-01-27
C482,P005,Books,40.32,2024-11-21
C367,P043,Grocery,15.66,2024-09-13
C387,P008,Health & Beauty,151.86,2025-01-06
C460,P008,Health & Beauty,151.86,2024-06-22
C290,P013,Health & Beauty,96.71,2024-09-18
C389,P026,Electronics,227.2,2024-08-22
C493,P044,Home & Kitchen,78.81,2024-06-10
C075,P011,Clothing,44.35,2025-02-28
C232,P010,Clothing,30.34,2024-12-22
C167,P016,Grocery,29.39,2024-06-24
C389,P035,Clothing,145.34,2025-01-15
C379,P035,Clothing,145.34,2024-07-01
C414,P050,Books,42.74,2024-08-05
C117,P016,Grocery,29.39,2025-01-07
C182,P046,Health & Beauty,95.79,2024-05-17
C253,P013,Health & Beauty,96.71,2024-04-30
C025,P006,Home & Kitchen,145.28,2024-07-16
C399,P030,Electronics,830.78,2024-10-13
C277,P028,Grocery,24.76,2024-12-30
C428,P033,Books,21.5,2024-04-16
C154,P003,Health & Beauty,123.96,2025-01-28
C286,P043,Grocery,15.66,2025-02-17
C352,P016,Grocery,29.39,2024-04-02
C091,P043,Grocery,15.66,2024-10-04
C002,P039,Clothing,52.46,2024-08-28
C234,P035,Clothing,145.34,2025-02-20
C099,P031,Health & Beauty,133.54,2024-07-03
C365,P018,Books,46.71,2024-04-12
C103,P018,Books,46.71,2025-02-02
C325,P029,Electronics,274.93,2024-10-16
C185,P006,Home & Kitchen,145.28,2024-06-27
C243,P035,Clothing,145.34,2024-09-26
C350,P050,Books,42.74,2025-01-14
C335,P003,Health & Beauty,123.96,2024-12-04
C181,P046,Health & Beauty,95.79,2024-11-24
C406,P046,Health & Beauty,95.79,2024-08-13
C009,P035,Clothing,145.34,2025-03-06
C131,P016,Grocery,29.39,2024-11-19
C325,P007,Clothing,110.63,2024-07-17
C432,P002,Clothing,195.25,2024-05-28
C479,P050,Books,42.74,2024-11-10
C049,P041,Health & Beauty,60.05,2024-08-23
C149,P031,Health & Beauty,133.54,2024-10-21
C110,P040,Clothing,140.78,2024-09-28
C254,P025,Clothing,143.67,2024-07-12
C364,P032,Grocery,15.89,2024-05-05
C095,P017,Home & Kitchen,197.59,2024-08-08
C173,P036,Grocery,15.28,2025-03-25
C085,P033,Books,21.5,2024-05-01
C137,P026,Electronics,227.2,2024-04-10
C116,P024,Clothing,112.22,2024-10-26
C218,P042,Grocery,39.25,2025-02-01
C452,P018,Books,46.71,2024-04-16
C127,P037,Grocery,45.36,2024-08-12
C180,P019,Health & Beauty,39.38,2025-02-01
C175,P001,Home & Kitchen,121.58,2024-04-10
C273,P029,Electronics,274.93,2025-03-01
C146,P021,Health & Beauty,41.17,2025-01-03
C199,P013,Health & Beauty,96.71,2024-10-01
C429,P001,Home & Kitchen,121.58,2024-10-15
C277,P021,Health & Beauty,41.17,2025-02-07
C160,P036,Grocery,15.28,2024-08-31
C353,P030,Electronics,830.78,2025-02-12
C336,P016,Grocery,29.39,2024-09-28
C164,P033,Books,21.5,2024-07-31
C176,P043,Grocery,15.66,2025-02-04
C245,P026,Electronics,227.2,2024-05-27
C266,P021,Health & Beauty,41.17,2024-05-08
C310,P009,Health & Beauty,152.28,2024-05-14
C484,P031,Health & Beauty,133.54,2025-01-21
C139,P001,Home & Kitchen,121.58,2024-08-03
C062,P030,Electronics,830.78,2024-10-04
C067,P011,Clothing,44.35,2024-11-02
C331,P021,Health & Beauty,41.17,2024-12-25
C425,P048,Health & Beauty,156.97,2024-07-25
C337,P001,Home & Kitchen,121.58,2024-04-11
C499,P029,Electronics,274.93,2025-01-30
C266,P002,Clothing,195.25,2025-01-24
C162,P042,Grocery,39.25,2025-03-23
C272,P032,Grocery,15.89,2024-06-27
C395,P041,Health & Beauty,60.05,2024-09-28
C081,P007,Clothing,110.63,2025-02-24
C189,P027,Grocery,47.56,2024-05-19
C070,P036,Grocery,15.28,2025-01-29
C344,P044,Home & Kitchen,78.81,2025-03-22
C103,P039,Clothing,52.46,2024-09-12
C203,P030,Electronics,830.78,2024-04-27
C487,P021,Health & Beauty,41.17,2024-11-26
C186,P013,Health & Beauty,96.71,2025-02-12
C343,P045,Health & Beauty,173.17,2024-11-11
C149,P006,Home & Kitchen,145.28,2024-09-24
C051,P024,Clothing,112.22,2024-04-07
C088,P036,Grocery,15.28,2024-04-22
C249,P027,Grocery,47.56,2024-06-23
C086,P036,Grocery,15.28,2025-03-27
C106,P035,Clothing,145.34,2025-02-04
C090,P025,Clothing,143.67,2024-05-23
C279,P004,Home & Kitchen,92.17,2025-01-26
C226,P050,Books,42.74,2025-02-04
C229,P022,Grocery,36.29,2025-03-24
C265,P002,Clothing,195.25,2025-03-24
C132,P015,Grocery,26.46,2024-10-06
C412,P047,Books,40.03,2024-12-16
C332,P006,Home & Kitchen,145.28,2024-11-20
C413,P046,Health & Beauty,95.79,2024-05-27
C414,P026,Electronics,227.2,2024-10-03
C033,P044,Home & Kitchen,78.81,2024-11-02
C435,P022,Grocery,36.29,2024-05-27
C105,P035,Clothing,145.34,2024-04-22
C163,P039,Clothing,52.46,2024-12-29
C061,P028,Grocery,24.76,2024-11-23
C389,P026,Electronics,227.2,2024-08-15
C004,P010,Clothing,30.34,2024-05-24
C319,P041,Health & Beauty,60.05,2025-03-21
C333,P010,Clothing,30.34,2024-10-02
C184,P007,Clothing,110.63,2025-03-11
C020,P011,Clothing,44.35,2024-06-20
C122,P035,Clothing,145.34,2024-07-11
C322,P007,Clothing,110.63,2024-11-12
C322,P002,Clothing,195.25,2025-02-20
C141,P023,Home & Kitchen,73.07,2024-09-14
C093,P015,Grocery,26.46,2024-08-09
C097,P009,Health & Beauty,152.28,2024-10-29
C405,P037,Grocery,45.36,2024-06-23
C337,P026,Electronics,227.2,2025-02-17
C258,P047,Books,40.03,2025-02-18
C140,P015,Grocery,26.46,2024-08-03
C495,P039,Clothing,52.46,2024-12-10
C260,P026,Electronics,227.2,2024-11-23
C231,P013,Health & Beauty,96.71,2024-11-13
C309,P023,Home & Kitchen,73.07,2025-01-18
C456,P020,Grocery,31.09,2025-02-19
C051,P007,Clothing,110.63,2024-10-12
C027,P045,Health & Beauty,173.17,2024-06-06
C287,P023,Home & Kitchen,73.07,2024-07-02
C440,P027,Grocery,47.56,2024-04-27
C395,P028,Grocery,24.76,2025-03-02
C259,P015,Grocery,26.46,2025-02-05
C321,P006,Home & Kitchen,145.28,2024-09-07
C031,P025,Clothing,143.67,2025-01-22
C416,P029,Electronics,274.93,2024-11-23
C374,P040,Clothing,140.78,2024-08-28
C050,P043,Grocery,15.66,2024-05-29
C127,P050,Books,42.74,2024-06-06
C221,P029,Electronics,274.93,2024-12-23
C462,P041,Health & Beauty,60.05,2025-02-24
C249,P050,Books,42.74,2024-10-04
C471,P012,Grocery,47.66,2024-12-08
C284,P008,Health & Beauty,151.86,2024-06-22
C270,P001,Home & Kitchen,121.58,2024-10-14
C019,P043,Grocery,15.66,2024-09-13
C088,P006,Home & Kitchen,145.28,2024-11-20
C284,P028,Grocery,24.76,2025-03-13
C170,P031,Health & Beauty,133.54,2024-08-02
C241,P039,Clothing,52.46,2024-08-07
C074,P049,Books,17.03,2024-11-19
C257,P024,Clothing,112.22,2024-11-17
C079,P042,Grocery,39.25,2024-12-28
C306,P030,Electronics,830.78,2024-05-22
C313,P010,Clothing,30.34,2024-10-09
C301,P024,Clothing,112.22,2024-04-04
C414,P002,Clothing,195.25,2024-07-22
C316,P027,Grocery,47.56,2024-05-28
C381,P043,Grocery,15.66,2025-03-12
C022,P028,Grocery,24.76,2025-02-07
C353,P024,Clothing,112.22,2024-08-22
C142,P019,Health & Beauty,39.38,2024-09-11
C098,P035,Clothing,145.34,2024-11-07
C248,P040,Clothing,140.78,2025-01-03
C299,P049,Books,17.03,2024-10-31
C157,P019,Health & Beauty,39.38,2025-03-25
C252,P024,Clothing,112.22,2024-05-10
C372,P036,Grocery,15.28,2025-03-17
C459,P026,Electronics,227.2,2025-03-21
C453,P019,Health & Beauty,39.38,2025-02-06
C359,P016,Grocery,29.39,2024-09-05
C294,P026,Electronics,227.2,2024-11-15
C462,P013,Health & Beauty,96.71,2024-11-10
C421,P047,Books,40.03,2025-03-04
C135,P002,Clothing,195.25,2024-06-13
C361,P026,Electronics,227.2,2024-07-16
C049,P002,Clothing,195.25,2024-04-11
C104,P018,Books,46.71,2024-08-13
C446,P027,Grocery,47.56,2024-10-20
C146,P039,Clothing,52.46,2024-11-21
C248,P003,Health & Beauty,123.96,2025-01-02
C108,P046,Health & Beauty,95.79,2024-11-24
C350,P037,Grocery,45.36,2025-03-02
C148,P040,Clothing,140.78,2024-06-17
C196,P042,Grocery,39.25,2024-09-08
C043,P032,Grocery,15.89,2024-07-30
C045,P037,Grocery,45.36,2024-12-11
C084,P015,Grocery,26.46,2024-10-24
C057,P048,Health & Beauty,156.97,2024-10-06
C373,P020,Grocery,31.09,2024-09-17
C226,P030,Electronics,830.78,2025-02-08
C173,P012,Grocery,47.66,2024-09-29
C441,P013,Health & Beauty,96.71,2025-03-06
C477,P033,Books,21.5,2024-06-09
C039,P015,Grocery,26.46,2025-03-27
C185,P025,Clothing,143.67,2024-04-02
C145,P037,Grocery,45.36,2024-12-30
C299,P004,Home & Kitchen,92.17,2025-03-24
C181,P008,Health & Beauty,151.86,2024-09-08
C273,P035,Clothing,145.34,2024-04-29
C113,P043,Grocery,15.66,2024-08-15
C336,P003,Health & Beauty,123.96,2024-12-18
C315,P046,Health & Beauty,95.79,2024-05-26
C086,P032,Grocery,15.89,2024-07-08
C486,P036,Grocery,15.28,2025-02-10
C323,P019,Health & Beauty,39.38,2024-06-12
C404,P032,Grocery,15.89,2025-01-27
C221,P008,Health & Beauty,151.86,2025-03-29
C146,P002,Clothing,195.25,2024-07-26
C267,P037,Grocery,45.36,2024-09-09
C231,P043,Grocery,15.66,2024-07-10
C492,P043,Grocery,15.66,2024-05-23
C488,P021,Health & Beauty,41.17,2025-01-31
C217,P050,Books,42.74,2024-10-29
C463,P012,Grocery,47.66,2024-08-09
C493,P031,Health & Beauty,133.54,2024-08-21
C078,P013,Health & Beauty,96.71,2025-01-13
C041,P049,Books,17.03,2024-12-13
C011,P023,Home & Kitchen,73.07,2024-06-22
C173,P026,Electronics,227.2,2024-08-07
C172,P050,Books,42.74,2024-10-23
C023,P039,Clothing,52.46,2024-12-12
C001,P013,Health & Beauty,96.71,2025-03-24
C325,P047,Books,40.03,2024-11-21
C408,P013,Health & Beauty,96.71,2025-02-10
C259,P044,Home & Kitchen,78.81,2024-10-20
C265,P020,Grocery,31.09,2025-03-09
C374,P039,Clothing,52.46,2025-03-17
C495,P002,Clothing,195.25,2024-06-24
C131,P038,Health & Beauty,30.84,2025-03-09
C094,P023,Home & Kitchen,73.07,2024-06-05
C225,P038,Health & Beauty,30.84,2025-03-31
C107,P050,Books,42.74,2025-02-08
C239,P009,Health & Beauty,152.28,2024-07-24
C258,P002,Clothing,195.25,2024-05-24
C310,P005,Books,40.32,2024-10-29
C352,P049,Books,17.03,2024-06-17
C351,P034,Clothing,131.39,2024-07-07
C024,P042,Grocery,39.25,2025-02-21
C335,P028,Grocery,24.76,2024-07-10
C187,P034,Clothing,131.39,2024-11-24
C456,P021,Health & Beauty,41.17,2024-06-18
C414,P044,Home & Kitchen,78.81,2025-02-25
C159,P012,Grocery,47.66,2024-05-14
C453,P028,Grocery,24.76,2025-02-23
C394,P021,Health & Beauty,41.17,2024-09-04
C218,P030,Electronics,830.78,2025-01-05
C377,P012,Grocery,47.66,2024-06-30
C122,P039,Clothing,52.46,2024-04-03
C415,P001,Home & Kitchen,121.58,2024-05-17
C325,P021,Health & Beauty,41.17,2025-02-17
C343,P027,Grocery,47.56,2024-08-16
C009,P004,Home & Kitchen,92.17,2024-03-31
C441,P005,Books,40.32,2024-08-03
C161,P042,Grocery,39.25,2024-08-14
C227,P047,Books,40.03,2024-12-24
C195,P005,Books,40.32,2025-01-08
C395,P013,Health & Beauty,96.71,2025-01-27
C316,P004,Home & Kitchen,92.17,2024-06-10
C151,P016,Grocery,29.39,2025-02-08
C139,P024,Clothing,112.22,2025-01-02
C045,P017,Home & Kitchen,197.59,2024-10-09
C104,P043,Grocery,15.66,2025-01-02
C239,P050,Books,42.74,2025-01-29
C359,P019,Health & Beauty,39.38,2025-01-20
C047,P027,Grocery,47.56,2024-06-13
C214,P030,Electronics,830.78,2025-03-01
